,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
201,"'fresh herbs', 'fresh fruits', 'packaged vegetables fruits'",'fresh vegetables',0.09223637589885346,0.5344675272861987,0.08853172228396645,0.9598352214212152,1.795871914417055,0.03923437453146591,11.590564897566694
257,"'packaged vegetables fruits', 'milk', 'yogurt', 'fresh vegetables'",'fresh fruits',0.08866470984962906,0.6347591500194731,0.08426662107092987,0.9503964002571246,1.4972551403598804,0.027985885210056127,7.363192427037243
144,"'fresh herbs', 'packaged vegetables fruits'",'fresh vegetables',0.10153600638340315,0.5344675272861987,0.09629249665156307,0.9483581251754138,1.7743980256214582,0.0420247983893099,9.0146315232569
261,"'packaged vegetables fruits', 'packaged cheese', 'yogurt', 'fresh vegetables'",'fresh fruits',0.09845829414949703,0.6347591500194731,0.09272083060233868,0.9417269657501206,1.4835973072955786,0.030223527495636685,6.267750678887684
253,"'packaged vegetables fruits', 'milk', 'packaged cheese', 'fresh vegetables'",'fresh fruits',0.08270876673031072,0.6347591500194731,0.07771223390612977,0.9395888365682783,1.480228897117046,0.025212087437238864,6.045916503384871
88,"'fresh herbs', 'fresh fruits'",'fresh vegetables',0.12163612702212342,0.5344675272861987,0.11420782156868332,0.9389301054275674,1.7567580021092384,0.04919726153049904,7.622945413171647
244,"'soy lactosefree', 'yogurt', 'packaged vegetables fruits'",'fresh fruits',0.0765628413743315,0.6347591500194731,0.07160430499748273,0.9352357320099255,1.4733710132122306,0.023005340883636316,5.639542626136098
236,"'soy lactosefree', 'yogurt', 'fresh vegetables'",'fresh fruits',0.07995402429872807,0.6347591500194731,0.07439704387639756,0.930497802067245,1.465906875133189,0.02364549537190063,5.255097836386494
240,"'milk', 'yogurt', 'packaged vegetables fruits'",'fresh fruits',0.10763443618021715,0.6347591500194731,0.09976917158245704,0.9269261318506752,1.460280063426008,0.03144722835987718,4.998241631798734
177,"'bread', 'yogurt', 'packaged vegetables fruits'",'fresh fruits',0.08174935643517331,0.6347591500194731,0.07568892308569149,0.9258656751103881,1.4586094191505303,0.02379777108026193,4.926744129988109
217,"'milk', 'yogurt', 'fresh vegetables'",'fresh fruits',0.11330540594454419,0.6347591500194731,0.1048131999658032,0.9250503018108651,1.4573248794956108,0.03289155679583297,4.873146374236823
173,"'bread', 'yogurt', 'fresh vegetables'",'fresh fruits',0.08723984307467252,0.6347591500194731,0.08064745946254025,0.9244337979094076,1.4563536388267075,0.025271170824628902,4.833389000318669
229,"'fresh vegetables', 'soy lactosefree', 'packaged vegetables fruits'",'fresh fruits',0.1166205959742764,0.6347591500194731,0.10779592108137889,0.924330048057343,1.4561901912386555,0.03376993070598282,4.826762018526294
191,"'fresh vegetables', 'crackers', 'packaged vegetables fruits'",'fresh fruits',0.08168286265234201,0.6347591500194731,0.07536595328336801,0.9226654262123503,1.4535677448431341,0.02351700881501003,4.722866269146691
234,"'fresh vegetables', 'yogurt', 'packaged vegetables fruits'",'fresh fruits',0.17012909292981107,0.6347591500194731,0.15692532748188046,0.922389726409827,1.4531334071852764,0.04893432906016962,4.706088937518879
184,"'chips pretzels', 'yogurt', 'fresh vegetables'",'fresh fruits',0.07884262821426197,0.6347591500194731,0.07268720374644971,0.9219277108433735,1.4524055475452236,0.022641124075863453,4.678239282157986
197,"'eggs', 'yogurt', 'fresh vegetables'",'fresh fruits',0.07692380762398715,0.6347591500194731,0.07085387516267229,0.9210916275623612,1.4510883813712712,0.022025784419008737,4.628670427452755
188,"'chips pretzels', 'yogurt', 'packaged vegetables fruits'",'fresh fruits',0.07695230495948628,0.6347591500194731,0.07087287338633838,0.9209974077274412,1.4509399473787608,0.022026693698215583,4.623150196394146
242,"'packaged cheese', 'yogurt', 'packaged vegetables fruits'",'fresh fruits',0.11620263505362248,0.6347591500194731,0.10698849657557019,0.9207062862748305,1.4504813144427853,0.03322781071890975,4.606176616300818
203,"'fresh herbs', 'fresh vegetables', 'packaged vegetables fruits'",'fresh fruits',0.09629249665156307,0.6347591500194731,0.08853172228396645,0.9194041629673475,1.4484299484917107,0.027409178956167318,4.531758257347134
223,"'packaged cheese', 'yogurt', 'fresh vegetables'",'fresh fruits',0.12300399912608172,0.6347591500194731,0.11299193525405375,0.9186037531855742,1.44716898237291,0.034914021319786104,4.487195224286379
215,"'packaged vegetables fruits', 'milk', 'fresh vegetables'",'fresh fruits',0.1397319350640715,0.6347591500194731,0.12826650708158788,0.9179469748470429,1.4461342933282366,0.03957038274974163,4.451278295951578
199,"'fresh vegetables', 'fresh dips tapenades', 'packaged vegetables fruits'",'fresh fruits',0.08168286265234201,0.6347591500194731,0.074928994139048,0.9173159669729037,1.4451402030908296,0.023080049670690016,4.417308113899503
207,"'fresh vegetables', 'frozen produce', 'packaged vegetables fruits'",'fresh fruits',0.10609558006326408,0.6347591500194731,0.09715691582837005,0.9157489479810189,1.4426715202969906,0.029811775606589583,4.335148834678539
56,"'canned jarred vegetables', 'packaged vegetables fruits'",'fresh vegetables',0.07900411311542371,0.5344675272861987,0.07233573660862709,0.9155945653480821,1.7130967151495362,0.030110603626387435,5.515432443818634
238,"'milk', 'packaged cheese', 'packaged vegetables fruits'",'fresh fruits',0.09833480569566745,0.6347591500194731,0.0900040846180882,0.9152820710973725,1.4419360021345,0.02758516693737629,4.311258014821452
35,'fresh herbs','fresh vegetables',0.1419072316738385,0.5344675272861987,0.1298623578695392,0.9151214940759087,1.7122115888359217,0.054017550652793,5.484692121349746
226,"'fresh vegetables', 'refrigerated', 'packaged vegetables fruits'",'fresh fruits',0.08380116459111073,0.6347591500194731,0.07633486269033846,0.9109045567898436,1.4350396630941025,0.023141306683843045,4.0994335604684595
171,"'bread', 'fresh vegetables', 'packaged vegetables fruits'",'fresh fruits',0.1143313100225129,0.6347591500194731,0.10411026569015797,0.910601528747092,1.4345622725078584,0.0315374205196548,4.085537983611169
210,"'packaged vegetables fruits', 'lunch meat', 'fresh vegetables'",'fresh fruits',0.081245903508022,0.6347591500194731,0.07395058562024451,0.910206944931603,1.4339406448944922,0.022379004966928337,4.067584622244075
239,"'packaged cheese', 'yogurt', 'milk'",'fresh fruits',0.08550150560922554,0.6347591500194731,0.07776922857712804,0.9095656038217975,1.432930275670534,0.023496365551230816,4.038738194932089
212,"'milk', 'packaged cheese', 'fresh vegetables'",'fresh fruits',0.1054876369059493,0.6347591500194731,0.09584603839541003,0.9085997298514182,1.4314086371555954,0.028886795655426845,3.996058757668718
92,"'fresh herbs', 'packaged vegetables fruits'",'fresh fruits',0.10153600638340315,0.6347591500194731,0.09223637589885346,0.9084105154832071,1.4311105487102294,0.027785466790552674,3.987803315058072
194,"'fresh vegetables', 'eggs', 'packaged vegetables fruits'",'fresh fruits',0.10630456052359104,0.6347591500194731,0.09656797089472134,0.9084085425788581,1.4311074405953659,0.02909017841357306,3.9877174167142226
54,"'fresh fruits', 'canned jarred vegetables'",'fresh vegetables',0.09296780750999782,0.5344675272861987,0.08430461751826204,0.9068151629712884,1.6966702683991193,0.03461634332117421,4.995796393037248
175,"'bread', 'packaged cheese', 'packaged vegetables fruits'",'fresh fruits',0.081464383080182,0.6347591500194731,0.07384609539008102,0.9064832089552238,1.4280742686850827,0.022135832829243945,3.9056178671234374
166,"'bread', 'milk', 'fresh vegetables'",'fresh fruits',0.0783486743989437,0.6347591500194731,0.07084437605083925,0.9042192046556741,1.4245075547598398,0.02111183808421329,3.8132994058726384
182,"'fresh vegetables', 'chips pretzels', 'packaged vegetables fruits'",'fresh fruits',0.10832787134402934,0.6347591500194731,0.09791684477501354,0.9038933707471063,1.423994235796958,0.029154737237258643,3.800371033921468
221,"'fresh vegetables', 'packaged cheese', 'packaged vegetables fruits'",'fresh fruits',0.16539853523695536,0.6347591500194731,0.14876559041729598,0.899437169767976,1.4169739337201883,0.043777356775820314,3.631966693238681
129,"'nuts seeds dried fruit', 'packaged vegetables fruits'",'fresh fruits',0.07942207403607762,0.6347591500194731,0.07136682720165664,0.8985767252720966,1.4156183888716376,0.020952938993732344,3.6011541824141333
102,"'nuts seeds dried fruit', 'fresh vegetables'",'fresh fruits',0.08177785377067244,0.6347591500194731,0.07346613091675928,0.8983621791148798,1.4152803927085098,0.021556889966870482,3.593552545694122
121,"'frozen produce', 'yogurt'",'fresh fruits',0.09179941675453344,0.6347591500194731,0.08243329248715245,0.8979718543046358,1.4146654747349254,0.024162772735761416,3.579804841999809
138,"'spreads', 'packaged vegetables fruits'",'fresh fruits',0.07925109002308284,0.6347591500194731,0.07112934940583056,0.8975188781014025,1.4139518557138853,0.02082399486466175,3.563981767704725
168,"'bread', 'packaged cheese', 'fresh vegetables'",'fresh fruits',0.08848422672480123,0.6347591500194731,0.07936507936507936,0.8969404186795491,1.4130405503442254,0.023198906819114178,3.5439776224672994
137,"'soy lactosefree', 'packaged vegetables fruits'",'fresh fruits',0.14378805581678114,0.6347591500194731,0.12872246444957397,0.8952236242320143,1.4103359111949008,0.037451680356361414,3.485908414978081
186,"'packaged cheese', 'chips pretzels', 'packaged vegetables fruits'",'fresh fruits',0.07853865663560457,0.6347591500194731,0.07030292667635576,0.8951378809869377,1.4102008312278391,0.020449795746668158,3.483058071094578
231,"'water seltzer sparkling water', 'fresh vegetables', 'packaged vegetables fruits'",'fresh fruits',0.10064308987109705,0.6347591500194731,0.09005158017725343,0.8947616800377537,1.4096081639946494,0.026167457995342425,3.4706070004876084
178,"'packaged cheese', 'chips pretzels', 'fresh vegetables'",'fresh fruits',0.08226230847415766,0.6347591500194731,0.07341863535759406,0.8924942263279445,1.4060360158661196,0.021201882351898044,3.3974068322571007
140,"'yogurt', 'packaged vegetables fruits'",'fresh fruits',0.2139389967038082,0.6347591500194731,0.1906376753773522,0.8910842731551372,1.4038147746713072,0.05483793967362405,3.3534261815170905
120,"'frozen produce', 'packaged vegetables fruits'",'fresh fruits',0.12727859945095132,0.6347591500194731,0.11340989617470766,0.891036644525711,1.403739740495865,0.03261864057155282,3.351960375951427
116,"'spreads', 'fresh vegetables'",'fresh fruits',0.08373467080827943,0.6347591500194731,0.07452053233022712,0.8899602949517867,1.4020440586393825,0.021369183860803283,3.319173291317881
118,"'yogurt', 'fresh vegetables'",'fresh fruits',0.23079042109562756,0.6347591500194731,0.20467736266659067,0.8868538030951597,1.3971500892392852,0.05818103113929385,3.228043539878822
126,"'milk', 'packaged vegetables fruits'",'fresh fruits',0.17745290815308767,0.6347591500194731,0.15697282304104565,0.8845886194529201,1.3935815173767605,0.04433296589330808,3.1646866041216253
85,"'fresh dips tapenades', 'packaged vegetables fruits'",'fresh fruits',0.10053859964093358,0.6347591500194731,0.08872170452062732,0.882464096749811,1.3902345428541498,0.02490390846840021,3.107483244528854
119,"'packaged cheese', 'frozen produce'",'fresh fruits',0.08551100472105858,0.6347591500194731,0.07544194617803235,0.882248389246834,1.3898947171061156,0.02116305350398205,3.1017906901176437
115,"'soy lactosefree', 'fresh vegetables'",'fresh fruits',0.1562603896535674,0.6347591500194731,0.1378131144737967,0.8819452887537994,1.389417212381646,0.03862540235558659,3.0938269733159975
84,"'fresh dips tapenades', 'fresh vegetables'",'fresh fruits',0.10488919286046755,0.6347591500194731,0.09247385369467954,0.8816337619996377,1.3889264329196216,0.025894478788340572,3.08568436532898
69,"'crackers', 'packaged vegetables fruits'",'fresh fruits',0.10468021240014058,0.6347591500194731,0.09228387145801868,0.8815789473684211,1.3888400779120333,0.02583714881104754,3.084256066502229
142,"'soy lactosefree', 'yogurt'",'fresh fruits',0.1062095694052606,0.6347591500194731,0.09361374711464478,0.8814059565334048,1.388567548031982,0.02619625111502731,3.079757121894622
79,"'eggs', 'yogurt'",'fresh fruits',0.09593153040190742,0.6347591500194731,0.084513597978589,0.8809783146846222,1.3878938407703072,0.023620181280606993,3.068691633904608
78,"'eggs', 'packaged vegetables fruits'",'fresh fruits',0.12692713231312872,0.6347591500194731,0.11166205959742764,0.8797335728184404,1.3859328735811873,0.031093900975936853,3.036931074946984
94,"'frozen produce', 'fresh vegetables'",'fresh fruits',0.13913349101858977,0.6347591500194731,0.12237705774510084,0.8795657813886802,1.3856685348477402,0.034060801246898795,3.032699960127424
89,"'fresh herbs', 'fresh vegetables'",'fresh fruits',0.1298623578695392,0.6347591500194731,0.11420782156868332,0.8794528564113817,1.385490632761106,0.03177650166788998,3.029859017041129
47,"'bread', 'packaged vegetables fruits'",'fresh fruits',0.14139427963485415,0.6347591500194731,0.12430537744720868,0.8791400738998991,1.3849978749781375,0.03455406468857296,3.0220178165426
67,"'crackers', 'fresh vegetables'",'fresh fruits',0.10917329229717021,0.6347591500194731,0.09589353395457524,0.878360741320804,1.3837701138988823,0.026594787731195987,3.0026560005909846
59,"'cereal', 'fresh vegetables'",'fresh fruits',0.08435211307742727,0.6347591500194731,0.07397908295574364,0.877027027027027,1.3816689794863477,0.02043580735636942,2.970090428413074
57,"'fresh fruits', 'canned meals beans'",'fresh vegetables',0.0904600419860743,0.5344675272861987,0.07928908647041502,0.8765095033077813,1.6399677408996725,0.030941131511912176,3.7697837905217138
48,"'bread', 'yogurt'",'fresh fruits',0.11448329581184159,0.6347591500194731,0.10021562983861008,0.8753733820112843,1.3790638259951504,0.02754631029765761,2.930680908099405
60,"'cereal', 'packaged vegetables fruits'",'fresh fruits',0.08105592127136113,0.6347591500194731,0.07085387516267229,0.8741357084261103,1.3771139941807748,0.019402887472417765,2.901862358364836
124,"'lunch meat', 'packaged vegetables fruits'",'fresh fruits',0.10024412717410922,0.6347591500194731,0.08758181110066209,0.8736852079977258,1.3764042754971282,0.023950934141180547,2.8915128956072764
135,"'refrigerated', 'packaged vegetables fruits'",'fresh fruits',0.10809989266003629,0.6347591500194731,0.09441167250862044,0.8733743409490333,1.375914535335552,0.025794276526539525,2.8844142073410084
132,"'soy lactosefree', 'packaged cheese'",'fresh fruits',0.09349025866081521,0.6347591500194731,0.08162586798134375,0.8730948994106889,1.375474302944517,0.02228207085870399,2.878062806651997
99,"'lunch meat', 'fresh vegetables'",'fresh fruits',0.10776742374587976,0.6347591500194731,0.09399371158796653,0.872190392243279,1.3740493417330368,0.02558735329124351,2.8576947882959156
101,"'milk', 'fresh vegetables'",'fresh fruits',0.19447531655790185,0.6347591500194731,0.1695971426671606,0.8720754164020905,1.3738682087140248,0.04615215602909886,2.855126354200582
204,"'fresh herbs', 'packaged vegetables fruits'","'fresh fruits', 'fresh vegetables'",0.10153600638340315,0.4244678122595537,0.08853172228396645,0.8719244082701844,2.0541590742268574,0.04543295578883124,4.493691420568029
134,"'packaged cheese', 'yogurt'",'fresh fruits',0.15881565073665613,0.6347591500194731,0.13842105763111148,0.8715832286620012,1.3730928158109463,0.03761137015972213,2.844183405134804
58,"'canned meals beans', 'fresh vegetables'",'fresh fruits',0.09101099047239083,0.6347591500194731,0.07928908647041502,0.8712034234422295,1.372494470407402,0.021519027515729844,2.8357962590465386
130,"'other creams cheeses', 'packaged vegetables fruits'",'fresh fruits',0.08408613794610204,0.6347591500194731,0.07317165844993494,0.8701988251242658,1.3709118255287378,0.01979721299884704,2.813848567474001
70,"'crackers', 'yogurt'",'fresh fruits',0.085169036695069,0.6347591500194731,0.07404557673857494,0.8693954940887798,1.3696462572648358,0.01998375139803562,2.7965409572377484
159,"'soup broth bouillon', 'packaged vegetables fruits'",'fresh vegetables',0.08789528179115252,0.5344675272861987,0.0764108555850028,0.8693396736193667,1.6265528385485042,0.02943368166596186,3.5629213978666696
128,"'yogurt', 'milk'",'fresh fruits',0.15486402021410997,0.6347591500194731,0.13438393510206795,0.8677544010304852,1.3670608781360052,0.036082581262360996,2.761837466248854
260,"'fresh fruits', 'packaged cheese', 'yogurt', 'packaged vegetables fruits'",'fresh vegetables',0.10698849657557019,0.5344675272861987,0.09272083060233868,0.8666429903222942,1.6215072873046987,0.03553895338952574,3.4908736619011598
73,"'dry pasta', 'fresh vegetables'",'fresh fruits',0.08946263524360472,0.6347591500194731,0.07752225166946891,0.8665321724357614,1.3651353783701707,0.02073502536373622,2.736546002479399
44,"'bread', 'fresh vegetables'",'fresh fruits',0.15812221557284395,0.6347591500194731,0.1369866917443219,0.8663342544755496,1.3648235782800013,0.03661716858810758,2.732494017427346
53,"'butter', 'fresh vegetables'",'fresh fruits',0.08853172228396645,0.6347591500194731,0.0766958289399941,0.8663090128755363,1.36478381264604,0.020499508153263506,2.7319781073984797
131,"'packaged cheese', 'packaged vegetables fruits'",'fresh fruits',0.2032429967798011,0.6347591500194731,0.1760185422662981,0.8660497289212936,1.3643753365268148,0.047008190382941045,2.7266898905036103
110,"'fresh vegetables', 'packaged vegetables fruits'",'fresh fruits',0.34381085368518044,0.6347591500194731,0.29746468705176066,0.8651986517102281,1.36303454890518,0.07922760179908608,2.709474753883005
192,"'fresh fruits', 'eggs', 'packaged vegetables fruits'",'fresh vegetables',0.11166205959742764,0.5344675272861987,0.09656797089472134,0.8648234793704807,1.6181029439930439,0.03688822601000003,3.443885598962073
136,"'soup broth bouillon', 'packaged vegetables fruits'",'fresh fruits',0.08789528179115252,0.6347591500194731,0.07599289466434889,0.8645844590943479,1.3620669494371593,0.020200560303874834,2.697185622402089
75,"'eggs', 'fresh vegetables'",'fresh fruits',0.1451749261444055,0.6347591500194731,0.12549276642633914,0.8644245239808938,1.3618149875498051,0.033341653702776516,2.6940038176893775
252,"'fresh fruits', 'milk', 'packaged cheese', 'packaged vegetables fruits'",'fresh vegetables',0.0900040846180882,0.5344675272861987,0.07771223390612977,0.8634300791556728,1.6154958628446663,0.02960797335464238,3.4087482063085526
111,"'refrigerated', 'fresh vegetables'",'fresh fruits',0.11672508620443989,0.6347591500194731,0.10067158720659618,0.8624674479166666,1.358731808576856,0.02657927070151618,2.6556683813968713
98,"'juice nectars', 'fresh vegetables'",'fresh fruits',0.08300323919713506,0.6347591500194731,0.0715758076619836,0.8623254749370565,1.358508144247471,0.018888742100347126,2.6529297981129196
65,"'chips pretzels', 'yogurt'",'fresh fruits',0.10954375765865891,0.6347591500194731,0.09444016984411957,0.8621227887617066,1.358188832307905,0.024906267342770086,2.6490298628776325
64,"'chips pretzels', 'packaged vegetables fruits'",'fresh fruits',0.1404063720042176,0.6347591500194731,0.12082870251631472,0.860564237872945,1.3557334901695306,0.031704473165599614,2.6194201861048847
141,"'refrigerated', 'yogurt'",'fresh fruits',0.08664139902919077,0.6347591500194731,0.07453953055389322,0.8603223330775135,1.3553523931890081,0.01954310974962608,2.614883667717729
15,'fresh herbs','fresh fruits',0.1419072316738385,0.6347591500194731,0.12163612702212342,0.8571524198406854,1.3503585097030735,0.03155921326322124,2.556857103026751
205,"'fresh fruits', 'frozen produce', 'packaged vegetables fruits'",'fresh vegetables',0.11340989617470766,0.5344675272861987,0.09715691582837005,0.8566881648379262,1.6028815991643652,0.03654300905008952,3.248388189205188
72,"'fresh fruits', 'dry pasta'",'fresh vegetables',0.09049803843340648,0.5344675272861987,0.07752225166946891,0.8566180329589588,1.602750380941766,0.02915398884371477,3.2467993173824197
61,"'chips pretzels', 'fresh vegetables'",'fresh fruits',0.14941153002194296,0.6347591500194731,0.1279055408319322,0.8560620509886195,1.348640741866198,0.03306520503209469,2.5374882196747786
76,"'eggs', 'milk'",'fresh fruits',0.08643241856886381,0.6347591500194731,0.07389359094924625,0.8549291130893505,1.3468559107231821,0.019029822404346926,2.5176715863430412
122,"'ice cream ice', 'packaged vegetables fruits'",'fresh fruits',0.09383222668680478,0.6347591500194731,0.0802010012063872,0.8547276776675441,1.3465385692216059,0.02064013675023648,2.5141805687161294
104,"'oils vinegars', 'fresh vegetables'",'fresh fruits',0.08565349139855423,0.6347591500194731,0.07312416289076971,0.8537207496950205,1.3449522542035512,0.01875482549442318,2.496873953202738
125,"'packaged cheese', 'milk'",'fresh fruits',0.13882002032809931,0.6347591500194731,0.118491921005386,0.8535650745860135,1.344707003530123,0.03037464289623569,2.4942195241193565
5,'canned jarred vegetables','fresh vegetables',0.1169435657765999,0.5344675272861987,0.09979766891795618,0.8533831532775566,1.5966978529278988,0.03729513048530589,3.175163585362663
77,"'eggs', 'packaged cheese'",'fresh fruits',0.09295830839816477,0.6347591500194731,0.07920359446391763,0.8520335172695689,1.3422941870840779,0.02019745763785051,2.468402595241325
42,"'baking ingredients', 'fresh vegetables'",'fresh fruits',0.0892821521187769,0.6347591500194731,0.07604988933534715,0.8517927439089266,1.3419148725666976,0.019377226344523026,2.4643924974637286
108,"'packaged cheese', 'fresh vegetables'",'fresh fruits',0.22726625060556838,0.6347591500194731,0.19334492224976965,0.8507419017763845,1.3402593751508514,0.04908559018726649,2.447042099071438
139,"'water seltzer sparkling water', 'packaged vegetables fruits'",'fresh fruits',0.1339374768459149,0.6347591500194731,0.11389435087819288,0.8503546099290781,1.3396492353091576,0.028876311919727088,2.440708997500204
112,"'fresh fruits', 'soup broth bouillon'",'fresh vegetables',0.10468021240014058,0.5344675272861987,0.08888318942178906,0.8490925589836661,1.588670060639607,0.03293501514449185,3.084887462000055
113,"'soup broth bouillon', 'fresh vegetables'",'fresh fruits',0.10482269907763624,0.6347591500194731,0.08888318942178906,0.8479383778885365,1.3358427016964205,0.022346022052521675,2.4019265670650274
106,"'other creams cheeses', 'fresh vegetables'",'fresh fruits',0.09816382168267267,0.6347591500194731,0.0831837223219629,0.8473969421327657,1.3349897234356831,0.020873338308006473,2.3934045299294655
250,"'packaged cheese', 'yogurt', 'packaged vegetables fruits'",'fresh vegetables',0.11620263505362248,0.5344675272861987,0.09845829414949703,0.8472982915065806,1.5853129484008224,0.03635175912824686,3.0486395817494296
117,"'water seltzer sparkling water', 'fresh vegetables'",'fresh fruits',0.14244868104832198,0.6347591500194731,0.12059122472048864,0.8465590824219792,1.333669758673047,0.030170621016860744,2.3803354134324124
97,"'ice cream ice', 'fresh vegetables'",'fresh fruits',0.10512667065629364,0.6347591500194731,0.08893068498095429,0.8459383753501402,1.3326918963266436,0.02220056887078825,2.370745153509967
219,"'fresh fruits', 'packaged cheese', 'packaged vegetables fruits'",'fresh vegetables',0.1760185422662981,0.5344675272861987,0.14876559041729598,0.845169994603346,1.581330860070702,0.05468939537570637,3.0067329102079956
55,"'canned jarred vegetables', 'fresh vegetables'",'fresh fruits',0.09979766891795618,0.6347591500194731,0.08430461751826204,0.844755377879307,1.3308282013002752,0.020957134021975382,2.3526795646201184
256,"'fresh fruits', 'milk', 'yogurt', 'packaged vegetables fruits'",'fresh vegetables',0.09976917158245704,0.5344675272861987,0.08426662107092987,0.8446158240502714,1.5802939952944854,0.03094323863586157,2.9960095348731954
198,"'fresh dips tapenades', 'fresh fruits', 'packaged vegetables fruits'",'fresh vegetables',0.08872170452062732,0.5344675272861987,0.074928994139048,0.8445396145610278,1.5801514057350587,0.027510124107291554,2.994540836878032
211,"'fresh fruits', 'lunch meat', 'packaged vegetables fruits'",'fresh vegetables',0.08758181110066209,0.5344675272861987,0.07395058562024451,0.8443600867678959,1.579815505453065,0.02714095160602669,2.9910866887952943
96,"'hot dogs bacon sausage', 'fresh vegetables'",'fresh fruits',0.0925498465893439,0.6347591500194731,0.07813969393861674,0.8442984706969106,1.330108389411967,0.019392831983132165,2.345775610652783
45,"'bread', 'milk'",'fresh fruits',0.10710248591756671,0.6347591500194731,0.09034605264407777,0.8435476718403546,1.3289255803787567,0.022361769718070537,2.3345184713891363
246,"'packaged vegetables fruits', 'packaged cheese', 'milk'",'fresh vegetables',0.09833480569566745,0.5344675272861987,0.08270876673031072,0.8410935085007728,1.5737036687177084,0.030152006283978523,2.9296000957649064
143,"'water seltzer sparkling water', 'yogurt'",'fresh fruits',0.10214394954071794,0.6347591500194731,0.08590046830621337,0.8409746117362596,1.3248719797272086,0.02106366171611529,2.2967455320705294
68,"'packaged cheese', 'crackers'",'fresh fruits',0.08894018409278732,0.6347591500194731,0.07472951279055408,0.8402221510199722,1.3236865525990384,0.018273917133240933,2.2859291967698345
46,"'bread', 'packaged cheese'",'fresh fruits',0.11523372564665203,0.6347591500194731,0.09680544869054743,0.8400791360976012,1.3234612467923137,0.023659786945501415,2.2838849232545217
145,"'packaged cheese', 'frozen produce'",'fresh vegetables',0.08551100472105858,0.5344675272861987,0.07173729256314534,0.8389246834036881,1.5696457512833282,0.0260344373141227,2.890154013358372
196,"'fresh fruits', 'eggs', 'yogurt'",'fresh vegetables',0.084513597978589,0.5344675272861987,0.07085387516267229,0.8383724851073396,1.568612576640984,0.025684101428995944,2.880279839871135
123,"'packaged cheese', 'lunch meat'",'fresh fruits',0.08767680221899253,0.6347591500194731,0.07343763358126015,0.8375947995666305,1.3195474213186762,0.017783981128307,2.2489479955438707
169,"'bread', 'fresh fruits', 'packaged vegetables fruits'",'fresh vegetables',0.12430537744720868,0.5344675272861987,0.10411026569015797,0.8375362983340975,1.5670480535772762,0.03767307797757073,2.8654552859514593
